path,owner,bytes,physical_lines,code_lines,classification,is_rust,embedded_test_lines
crates/arcweft-agent-policy/src/tests.rs,arcweft-agent-policy,14589,406,364,test,true,0
crates/arcweft-agent-protocol/Cargo.toml,arcweft-agent-protocol,712,27,24,text,false,0
crates/arcweft-agent-protocol/src/action.rs,arcweft-agent-protocol,823,30,24,production,true,0
crates/arcweft-agent-protocol/src/artifact.rs,arcweft-agent-protocol,7245,209,166,production,true,89
crates/arcweft-agent-protocol/src/diagnostic.rs,arcweft-agent-protocol,758,24,20,production,true,0
crates/arcweft-agent-protocol/src/geometry.rs,arcweft-agent-protocol,1687,68,56,production,true,0
crates/arcweft-agent-protocol/src/hit_test.rs,arcweft-agent-protocol,1435,39,35,test,true,0
crates/arcweft-agent-protocol/src/ids.rs,arcweft-agent-protocol,10411,383,314,production,true,63
crates/arcweft-agent-protocol/src/image.rs,arcweft-agent-protocol,33171,935,832,production,true,0
crates/arcweft-agent-protocol/src/lib.rs,arcweft-agent-protocol,636,31,23,facade,true,0
crates/arcweft-agent-protocol/src/object.rs,arcweft-agent-protocol,6569,173,155,production,true,0
crates/arcweft-agent-protocol/src/observation.rs,arcweft-agent-protocol,8482,218,192,production,true,0
crates/arcweft-agent-protocol/src/predicate.rs,arcweft-agent-protocol,6061,215,189,production,true,108
crates/arcweft-agent-protocol/src/presentation.rs,arcweft-agent-protocol,23377,654,605,production,true,229
crates/arcweft-agent-protocol/src/protocol.rs,arcweft-agent-protocol,10993,353,294,production,true,59
crates/arcweft-agent-protocol/src/proxy.rs,arcweft-agent-protocol,5580,131,120,production,true,0
crates/arcweft-agent-protocol/src/resource.rs,arcweft-agent-protocol,7743,246,211,production,true,0
crates/arcweft-agent-protocol/src/rich_text.rs,arcweft-agent-protocol,4315,116,103,production,true,0
crates/arcweft-agent-protocol/src/serde_helpers.rs,arcweft-agent-protocol,387,18,15,production,true,0
crates/arcweft-agent-protocol/src/session.rs,arcweft-agent-protocol,411,15,11,production,true,0
crates/arcweft-agent-protocol/src/tests.rs,arcweft-agent-protocol,47447,1324,1275,test,true,0
crates/arcweft-agent-protocol/src/trace.rs,arcweft-agent-protocol,920,33,29,production,true,0
crates/arcweft-agent-protocol/src/value.rs,arcweft-agent-protocol,488,18,16,production,true,0
crates/arcweft-agent-protocol/src/verified_effects.rs,arcweft-agent-protocol,1325,39,28,production,true,0
crates/arcweft-agent-protocol/src/view.rs,arcweft-agent-protocol,4117,131,95,production,true,0
crates/arcweft-agent-repl/Cargo.toml,arcweft-agent-repl,1129,41,35,text,false,0
crates/arcweft-agent-repl/src/binding.rs,arcweft-agent-repl,9893,304,284,production,true,0
crates/arcweft-agent-repl/src/cell.rs,arcweft-agent-repl,6307,240,198,production,true,0
crates/arcweft-agent-repl/src/command/dispatch.rs,arcweft-agent-repl,16762,482,439,production,true,0
crates/arcweft-agent-repl/src/command/endpoint.rs,arcweft-agent-repl,7687,204,161,production,true,0
crates/arcweft-agent-repl/src/command/host.rs,arcweft-agent-repl,3645,116,90,production,true,0
crates/arcweft-agent-repl/src/command/json.rs,arcweft-agent-repl,26773,709,639,production,true,56
crates/arcweft-agent-repl/src/command/parse.rs,arcweft-agent-repl,11444,329,301,production,true,0
crates/arcweft-agent-repl/src/command/runtime_task.rs,arcweft-agent-repl,3847,123,109,production,true,0
crates/arcweft-agent-repl/src/command/types.rs,arcweft-agent-repl,17731,636,519,production,true,0
crates/arcweft-agent-repl/src/command.rs,arcweft-agent-repl,2045,45,37,production,true,0
crates/arcweft-agent-repl/src/compile.rs,arcweft-agent-repl,9847,276,264,production,true,40
crates/arcweft-agent-repl/src/diagnostics.rs,arcweft-agent-repl,32582,855,774,production,true,408
crates/arcweft-agent-repl/src/error.rs,arcweft-agent-repl,3435,96,81,production,true,0
crates/arcweft-agent-repl/src/evidence.rs,arcweft-agent-repl,3661,130,109,production,true,0
crates/arcweft-agent-repl/src/hash.rs,arcweft-agent-repl,632,17,16,production,true,0
crates/arcweft-agent-repl/src/lib.rs,arcweft-agent-repl,2150,52,43,facade,true,0
crates/arcweft-agent-repl/src/runtime.rs,arcweft-agent-repl,7383,267,231,production,true,0
crates/arcweft-agent-repl/src/session.rs,arcweft-agent-repl,19661,575,536,production,true,0
crates/arcweft-agent-repl/src/source.rs,arcweft-agent-repl,11908,370,349,production,true,66
crates/arcweft-agent-repl/src/tier.rs,arcweft-agent-repl,2268,83,66,production,true,0
crates/arcweft-agent-repl/src/tiering.rs,arcweft-agent-repl,26210,779,711,production,true,0
crates/arcweft-agent-repl/tests/api_compile.rs,arcweft-agent-repl,165,5,5,test,true,0
crates/arcweft-agent-repl/tests/repl_cell.rs,arcweft-agent-repl,5320,155,140,test,true,0
crates/arcweft-agent-repl/tests/repl_command.rs,arcweft-agent-repl,8611,246,214,test,true,0
crates/arcweft-agent-repl/tests/repl_task_adapter.rs,arcweft-agent-repl,5712,163,147,test,true,0
crates/arcweft-agent-repl/tests/repl_tiering.rs,arcweft-agent-repl,7041,194,174,test,true,0
crates/arcweft-agent-repl/tests/repl_trace.rs,arcweft-agent-repl,7389,217,192,test,true,0
crates/arcweft-agent-repl/tests/repl_transaction.rs,arcweft-agent-repl,1377,39,36,test,true,0
crates/arcweft-agent-repl/tests/runtime_assertion_diagnostic.rs,arcweft-agent-repl,13172,336,331,test,true,0
crates/arcweft-agent-repl/tests/ui/source_module_private.rs,arcweft-agent-repl,46,3,2,test,true,0
crates/arcweft-agent-runner/Cargo.toml,arcweft-agent-runner,661,25,22,text,false,0
crates/arcweft-agent-runner/src/assertion.rs,arcweft-agent-runner,918,26,23,production,true,0
crates/arcweft-agent-runner/src/budget.rs,arcweft-agent-runner,4781,147,139,production,true,0
crates/arcweft-agent-runner/src/config.rs,arcweft-agent-runner,2324,83,68,production,true,0
crates/arcweft-agent-runner/src/effect_policy.rs,arcweft-agent-runner,6041,155,129,production,true,0
crates/arcweft-agent-runner/src/error.rs,arcweft-agent-runner,15328,417,353,production,true,0
crates/arcweft-agent-runner/src/host_request.rs,arcweft-agent-runner,14667,352,346,production,true,0
crates/arcweft-agent-runner/src/label_parse.rs,arcweft-agent-runner,20548,592,559,production,true,20
crates/arcweft-agent-runner/src/lib.rs,arcweft-agent-runner,594,24,16,facade,true,0
crates/arcweft-agent-runner/src/policy.rs,arcweft-agent-runner,1464,53,45,production,true,0
crates/arcweft-agent-runner/src/predicate.rs,arcweft-agent-runner,6413,163,153,production,true,0
crates/arcweft-agent-runner/src/runner.rs,arcweft-agent-runner,35286,905,864,production,true,0
crates/arcweft-agent-runner/src/runtime_args.rs,arcweft-agent-runner,7993,220,202,production,true,0
crates/arcweft-agent-runner/src/runtime_payload.rs,arcweft-agent-runner,30449,815,784,production,true,0
crates/arcweft-agent-runner/src/runtime_value.rs,arcweft-agent-runner,28329,694,661,production,true,0
crates/arcweft-agent-runner/src/session.rs,arcweft-agent-runner,6724,199,161,production,true,0
crates/arcweft-agent-runner/src/tests.rs,arcweft-agent-runner,127993,3541,3325,test,true,0
crates/arcweft-audio-codec/Cargo.toml,arcweft-audio-codec,616,27,23,text,false,0
crates/arcweft-audio-codec/README.md,arcweft-audio-codec,208,5,4,text,false,0
crates/arcweft-audio-codec/src/lib.rs,arcweft-audio-codec,9488,255,235,facade,true,0
crates/arcweft-audio-codec/tests/resample.rs,arcweft-audio-codec,449,11,10,test,true,0
crates/arcweft-audio-core/Cargo.toml,arcweft-audio-core,390,22,18,text,false,0
crates/arcweft-audio-core/src/graph.rs,arcweft-audio-core,23264,659,631,production,true,0
crates/arcweft-audio-core/src/lib.rs,arcweft-audio-core,152,7,4,facade,true,0
crates/arcweft-audio-core/src/prepared.rs,arcweft-audio-core,16270,521,493,production,true,0
crates/arcweft-audio-core/tests/graph.rs,arcweft-audio-core,1446,40,38,test,true,0
crates/arcweft-audio-device-cpal/Cargo.toml,arcweft-audio-device-cpal,1466,54,49,text,false,0
crates/arcweft-audio-device-cpal/src/lib.rs,arcweft-audio-device-cpal,659,19,12,facade,true,0
crates/arcweft-audio-device-cpal/src/native_microphone.rs,arcweft-audio-device-cpal,5585,155,146,production,true,0
crates/arcweft-audio-device-cpal/src/output.rs,arcweft-audio-device-cpal,8380,230,215,production,true,0
crates/arcweft-audio-device-cpal/src/web_microphone.rs,arcweft-audio-device-cpal,7918,208,194,production,true,0
crates/arcweft-audio-mixer/Cargo.toml,arcweft-audio-mixer,362,19,16,text,false,0
crates/arcweft-audio-mixer/src/effect.rs,arcweft-audio-mixer,16378,486,458,production,true,0
crates/arcweft-audio-mixer/src/lib.rs,arcweft-audio-mixer,19312,592,560,facade,true,0
crates/arcweft-audio-mixer/tests/mixer.rs,arcweft-audio-mixer,2666,75,73,test,true,0
crates/arcweft-browser-bench/Cargo.toml,arcweft-browser-bench,908,32,27,text,false,0
crates/arcweft-browser-bench/src/bin/browser_bench_host.rs,arcweft-browser-bench,7103,226,214,production,true,0
crates/arcweft-browser-bench/src/correctness.rs,arcweft-browser-bench,1002,36,32,production,true,0
crates/arcweft-browser-bench/src/lib.rs,arcweft-browser-bench,254,16,11,facade,true,0
crates/arcweft-browser-bench/src/model.rs,arcweft-browser-bench,9254,293,272,production,true,0
crates/arcweft-browser-bench/src/policy.rs,arcweft-browser-bench,3554,86,82,production,true,0
