path,owner,bytes,physical_lines,code_lines,classification,is_rust,embedded_test_lines
crates/arcweft-core/src/step.rs,arcweft-core,23271,670,570,production,true,0
crates/arcweft-core/src/stream.rs,arcweft-core,5117,200,169,production,true,0
crates/arcweft-core/src/task.rs,arcweft-core,46211,1568,1342,production,true,100
crates/arcweft-core/src/tests/flow/function_call.rs,arcweft-core,6074,159,156,test,true,0
crates/arcweft-core/src/tests/flow.rs,arcweft-core,37484,991,945,test,true,0
crates/arcweft-core/src/tests/line_task_reducer.rs,arcweft-core,17821,517,474,test,true,0
crates/arcweft-core/src/tests/pure.rs,arcweft-core,44545,1217,1162,test,true,0
crates/arcweft-core/src/tests/step_stats_delta.rs,arcweft-core,1375,46,43,test,true,0
crates/arcweft-core/src/tests/stream.rs,arcweft-core,1722,54,47,test,true,0
crates/arcweft-core/src/tests/task.rs,arcweft-core,7313,224,213,test,true,0
crates/arcweft-core/src/tests/value.rs,arcweft-core,41287,1163,1067,test,true,0
crates/arcweft-core/src/tests.rs,arcweft-core,383,16,14,test,true,0
crates/arcweft-core/src/time.rs,arcweft-core,1599,65,51,production,true,0
crates/arcweft-core/src/value/agent/semantic.rs,arcweft-core,8329,207,199,production,true,15
crates/arcweft-core/src/value/agent.rs,arcweft-core,91251,2300,2133,production,true,205
crates/arcweft-core/src/value/awbc_save.rs,arcweft-core,36422,898,839,production,true,28
crates/arcweft-core/src/value/env.rs,arcweft-core,10684,347,302,production,true,70
crates/arcweft-core/src/value/expression_locals.rs,arcweft-core,10992,265,247,production,true,0
crates/arcweft-core/src/value/integer.rs,arcweft-core,8891,288,248,production,true,0
crates/arcweft-core/src/value/nesting.rs,arcweft-core,5770,158,141,production,true,0
crates/arcweft-core/src/value/nominal_record.rs,arcweft-core,15711,475,399,production,true,86
crates/arcweft-core/src/value/nominal_record_expr.rs,arcweft-core,2286,78,62,production,true,29
crates/arcweft-core/src/value/opaque.rs,arcweft-core,94324,2442,2204,production,true,645
crates/arcweft-core/src/value/option_value.rs,arcweft-core,3077,80,57,production,true,0
crates/arcweft-core/src/value/ownership/binary.rs,arcweft-core,16525,423,397,production,true,111
crates/arcweft-core/src/value/ownership/path.rs,arcweft-core,19376,480,448,production,true,83
crates/arcweft-core/src/value/ownership/slot.rs,arcweft-core,21735,695,666,production,true,56
crates/arcweft-core/src/value/ownership.rs,arcweft-core,21427,564,514,production,true,99
crates/arcweft-core/src/value/project_continuation.rs,arcweft-core,16663,429,356,production,true,54
crates/arcweft-core/src/value/range.rs,arcweft-core,10108,344,319,production,true,0
crates/arcweft-core/src/value/record_id.rs,arcweft-core,4214,128,100,production,true,30
crates/arcweft-core/src/value/reduction.rs,arcweft-core,6903,207,161,production,true,37
crates/arcweft-core/src/value/sequence_constructors.rs,arcweft-core,5103,128,105,production,true,0
crates/arcweft-core/src/value/sequence_impls.rs,arcweft-core,58906,1772,1557,production,true,107
crates/arcweft-core/src/value/shape.rs,arcweft-core,3908,114,103,production,true,42
crates/arcweft-core/src/value.rs,arcweft-core,135344,3800,3422,production,true,0
crates/arcweft-core/tests/api_compile.rs,arcweft-core,794,13,13,test,true,0
crates/arcweft-core/tests/awbc_record_type.rs,arcweft-core,6097,168,158,test,true,0
crates/arcweft-core/tests/direct_suspension.rs,arcweft-core,24437,767,719,test,true,0
crates/arcweft-core/tests/record_admission.rs,arcweft-core,3793,130,123,test,true,0
crates/arcweft-core/tests/runtime_assertion_identity.rs,arcweft-core,4712,129,121,test,true,0
crates/arcweft-core/tests/runtime_id_boundaries.rs,arcweft-core,6451,186,159,test,true,0
crates/arcweft-core/tests/ui/core_cannot_name_hir_ids.rs,arcweft-core,98,5,4,test,true,0
crates/arcweft-core/tests/ui/prove_is_not_runtime_assertion_mode.rs,arcweft-core,110,5,4,test,true,0
crates/arcweft-core/tests/ui/record_columns_rejects_raw_carriers.rs,arcweft-core,171,6,5,test,true,0
crates/arcweft-core/tests/ui/record_seq_new_is_absent.rs,arcweft-core,94,5,4,test,true,0
crates/arcweft-core/tests/ui/removed_awbc_effect_variants_are_absent.rs,arcweft-core,147,6,5,test,true,0
crates/arcweft-core/tests/ui/runtime_flow_invocation_is_affine.rs,arcweft-core,141,7,5,test,true,0
crates/arcweft-core/tests/ui/runtime_nominal_record_field_expr_is_private.rs,arcweft-core,199,10,8,test,true,0
crates/arcweft-core/tests/ui/runtime_ownership_raw_identity_constructors_are_private.rs,arcweft-core,263,10,9,test,true,0
crates/arcweft-core/tests/ui/runtime_record_carriers_are_private.rs,arcweft-core,329,12,11,test,true,0
crates/arcweft-data/Cargo.toml,arcweft-data,408,20,16,text,false,0
crates/arcweft-data/src/codec.rs,arcweft-data,10408,370,313,production,true,0
crates/arcweft-data/src/decode.rs,arcweft-data,6311,190,174,production,true,0
crates/arcweft-data/src/encode.rs,arcweft-data,4877,220,189,production,true,0
crates/arcweft-data/src/error.rs,arcweft-data,4983,195,163,production,true,0
crates/arcweft-data/src/lib.rs,arcweft-data,1123,36,27,facade,true,0
crates/arcweft-data/src/limits.rs,arcweft-data,7013,216,198,production,true,0
crates/arcweft-data/src/raw.rs,arcweft-data,29492,811,781,production,true,0
crates/arcweft-data/src/shape.rs,arcweft-data,9812,385,347,production,true,0
crates/arcweft-data/src/value.rs,arcweft-data,3640,148,127,production,true,0
crates/arcweft-data/tests/codec_registry.rs,arcweft-data,3871,147,126,test,true,0
crates/arcweft-data/tests/data_format.rs,arcweft-data,1113,34,30,test,true,0
crates/arcweft-data/tests/derive/fail/content_without_tag.rs,arcweft-data,127,9,7,test,true,0
crates/arcweft-data/tests/derive/fail/duplicate_wire_name.rs,arcweft-data,191,11,9,test,true,0
crates/arcweft-data/tests/derive/fail/internal_newtype_variant_policy.rs,arcweft-data,129,9,7,test,true,0
crates/arcweft-data/tests/derive/fail/invalid_bytes.rs,arcweft-data,147,9,7,test,true,0
crates/arcweft-data/tests/derive/fail/invalid_rename_all.rs,arcweft-data,148,9,7,test,true,0
crates/arcweft-data/tests/derive/fail/multi_tuple_variant_policy.rs,arcweft-data,106,8,6,test,true,0
crates/arcweft-data/tests/derive/fail/repr_discriminant_expression.rs,arcweft-data,159,11,8,test,true,0
crates/arcweft-data/tests/derive/fail/repr_discriminant_range.rs,arcweft-data,130,9,7,test,true,0
crates/arcweft-data/tests/derive/fail/repr_on_struct.rs,arcweft-data,133,9,7,test,true,0
crates/arcweft-data/tests/derive/fail/tuple_struct_policy.rs,arcweft-data,90,6,4,test,true,0
crates/arcweft-data/tests/derive/fail/unit_struct_policy.rs,arcweft-data,87,6,4,test,true,0
crates/arcweft-data/tests/derive/fail/unknown_field_attr.rs,arcweft-data,133,9,7,test,true,0
crates/arcweft-data/tests/derive/pass/bare_bytes.rs,arcweft-data,354,14,12,test,true,0
crates/arcweft-data/tests/derive/pass/default_factory.rs,arcweft-data,352,16,13,test,true,0
crates/arcweft-data/tests/derive/pass/generic_bounds.rs,arcweft-data,1117,45,38,test,true,0
crates/arcweft-data/tests/derive_attrs.rs,arcweft-data,6470,210,185,test,true,0
crates/arcweft-data/tests/derive_trybuild.rs,arcweft-data,202,8,7,test,true,0
crates/arcweft-data/tests/raw_shape.rs,arcweft-data,7576,247,226,test,true,0
crates/arcweft-data-derive/Cargo.toml,arcweft-data-derive,370,18,15,text,false,0
crates/arcweft-data-derive/src/attrs.rs,arcweft-data-derive,16397,517,473,production,true,0
crates/arcweft-data-derive/src/expand.rs,arcweft-data-derive,42247,1103,1070,production,true,0
crates/arcweft-data-derive/src/lib.rs,arcweft-data-derive,741,24,18,facade,true,0
crates/arcweft-data-derive/src/rename.rs,arcweft-data-derive,2702,85,80,production,true,0
crates/arcweft-debug-model/Cargo.toml,arcweft-debug-model,319,16,14,text,false,0
crates/arcweft-debug-model/src/chunk.rs,arcweft-debug-model,3613,132,111,production,true,0
crates/arcweft-debug-model/src/diagnostic.rs,arcweft-debug-model,760,22,20,production,true,0
crates/arcweft-debug-model/src/embedding.rs,arcweft-debug-model,7391,238,206,production,true,74
crates/arcweft-debug-model/src/event.rs,arcweft-debug-model,1661,56,51,production,true,0
crates/arcweft-debug-model/src/graph.rs,arcweft-debug-model,1122,32,28,production,true,0
crates/arcweft-debug-model/src/history.rs,arcweft-debug-model,686,19,17,production,true,0
crates/arcweft-debug-model/src/lib.rs,arcweft-debug-model,262,15,13,facade,true,0
crates/arcweft-debug-model/src/rag.rs,arcweft-debug-model,1983,69,57,production,true,0
crates/arcweft-debug-model/src/repl.rs,arcweft-debug-model,662,19,17,production,true,0
crates/arcweft-debug-model/src/script.rs,arcweft-debug-model,1894,60,52,production,true,0
crates/arcweft-debug-model/src/session.rs,arcweft-debug-model,1370,47,41,production,true,0
crates/arcweft-debug-model/src/sink.rs,arcweft-debug-model,690,26,17,production,true,0
crates/arcweft-debug-model/src/source.rs,arcweft-debug-model,472,14,12,production,true,0
crates/arcweft-debug-model/src/test_result.rs,arcweft-debug-model,601,18,16,production,true,0
crates/arcweft-debug-sqlite/Cargo.toml,arcweft-debug-sqlite,401,18,16,text,false,0
crates/arcweft-debug-sqlite/src/encoding.rs,arcweft-debug-sqlite,1012,36,28,production,true,10
crates/arcweft-debug-sqlite/src/lib.rs,arcweft-debug-sqlite,109,4,2,facade,true,0
crates/arcweft-debug-sqlite/src/store/artifacts.rs,arcweft-debug-sqlite,21359,530,521,production,true,0
crates/arcweft-debug-sqlite/src/store/chunks.rs,arcweft-debug-sqlite,10052,234,224,production,true,0
crates/arcweft-debug-sqlite/src/store/convert.rs,arcweft-debug-sqlite,10558,309,291,production,true,0
crates/arcweft-debug-sqlite/src/store/embeddings.rs,arcweft-debug-sqlite,4168,90,85,production,true,0
crates/arcweft-debug-sqlite/src/store/graph.rs,arcweft-debug-sqlite,12877,321,311,production,true,0
crates/arcweft-debug-sqlite/src/store/helpers.rs,arcweft-debug-sqlite,2612,74,67,production,true,0
crates/arcweft-debug-sqlite/src/store/internal.rs,arcweft-debug-sqlite,6331,172,160,production,true,0
crates/arcweft-debug-sqlite/src/store/maintenance.rs,arcweft-debug-sqlite,7873,205,191,production,true,0
crates/arcweft-debug-sqlite/src/store/programs.rs,arcweft-debug-sqlite,3026,77,73,production,true,0
crates/arcweft-debug-sqlite/src/store/rag.rs,arcweft-debug-sqlite,7101,217,204,production,true,0
crates/arcweft-debug-sqlite/src/store/raw.rs,arcweft-debug-sqlite,2666,84,79,production,true,0
crates/arcweft-debug-sqlite/src/store/schema.rs,arcweft-debug-sqlite,86,1,1,production,true,0
crates/arcweft-debug-sqlite/src/store/search.rs,arcweft-debug-sqlite,7697,257,244,production,true,0
crates/arcweft-debug-sqlite/src/store/sessions.rs,arcweft-debug-sqlite,11912,311,298,production,true,0
crates/arcweft-debug-sqlite/src/store/sink.rs,arcweft-debug-sqlite,1261,33,30,production,true,0
crates/arcweft-debug-sqlite/src/store/tests.rs,arcweft-debug-sqlite,47801,1314,1244,test,true,0
crates/arcweft-debug-sqlite/src/store/timeline.rs,arcweft-debug-sqlite,11415,282,275,production,true,0
crates/arcweft-debug-sqlite/src/store.rs,arcweft-debug-sqlite,5377,184,156,production,true,0
crates/arcweft-desktop-contract/Cargo.toml,arcweft-desktop-contract,310,17,14,text,false,0
crates/arcweft-desktop-contract/src/error.rs,arcweft-desktop-contract,2114,57,53,production,true,0
crates/arcweft-desktop-contract/src/files.rs,arcweft-desktop-contract,14245,497,434,production,true,63
crates/arcweft-desktop-contract/src/geometry.rs,arcweft-desktop-contract,6944,214,179,production,true,27
crates/arcweft-desktop-contract/src/lib.rs,arcweft-desktop-contract,1371,37,30,facade,true,0
crates/arcweft-desktop-contract/src/platform.rs,arcweft-desktop-contract,4060,136,119,production,true,0
crates/arcweft-desktop-contract/src/pointer.rs,arcweft-desktop-contract,1977,83,76,production,true,0
crates/arcweft-desktop-contract/src/request.rs,arcweft-desktop-contract,3903,100,93,production,true,24
crates/arcweft-desktop-contract/src/window.rs,arcweft-desktop-contract,4645,176,155,production,true,20
crates/arcweft-desktop-host/Cargo.toml,arcweft-desktop-host,256,13,11,text,false,0
crates/arcweft-desktop-host/src/backend.rs,arcweft-desktop-host,1257,40,27,production,true,0
crates/arcweft-desktop-host/src/dispatcher.rs,arcweft-desktop-host,6816,218,181,production,true,0
crates/arcweft-desktop-host/src/lib.rs,arcweft-desktop-host,478,12,6,facade,true,0
crates/arcweft-desktop-host/src/memory.rs,arcweft-desktop-host,27325,768,726,production,true,77
crates/arcweft-desktop-host/tests/dispatch.rs,arcweft-desktop-host,1400,39,37,test,true,0
crates/arcweft-desktop-native/Cargo.toml,arcweft-desktop-native,1767,57,51,text,false,0
crates/arcweft-desktop-native/build.rs,arcweft-desktop-native,1684,54,47,production,true,0
crates/arcweft-desktop-native/examples/ime_text_input_contract.rs,arcweft-desktop-native,3031,81,78,example,true,0
crates/arcweft-desktop-native/src/backend.rs,arcweft-desktop-native,12440,341,307,production,true,86
crates/arcweft-desktop-native/src/capabilities.rs,arcweft-desktop-native,12889,334,317,production,true,0
crates/arcweft-desktop-native/src/config.rs,arcweft-desktop-native,1282,48,40,production,true,0
crates/arcweft-desktop-native/src/driver.rs,arcweft-desktop-native,1192,33,20,production,true,0
crates/arcweft-desktop-native/src/external.rs,arcweft-desktop-native,5061,144,136,production,true,0
crates/arcweft-desktop-native/src/files.rs,arcweft-desktop-native,12765,322,307,production,true,0
crates/arcweft-desktop-native/src/grant_store.rs,arcweft-desktop-native,25425,727,673,production,true,79
crates/arcweft-desktop-native/src/lib.rs,arcweft-desktop-native,767,23,16,facade,true,0
crates/arcweft-desktop-native/src/persistent_grants/record.rs,arcweft-desktop-native,3072,87,80,production,true,0
crates/arcweft-desktop-native/src/persistent_grants.rs,arcweft-desktop-native,7819,276,244,production,true,0
crates/arcweft-desktop-native/src/platform.rs,arcweft-desktop-native,1509,45,35,production,true,0
crates/arcweft-desktop-native/src/pointer.rs,arcweft-desktop-native,3101,82,77,production,true,0
crates/arcweft-desktop-native/src/text_input/macos_appkit_bridge.rs,arcweft-desktop-native,8663,306,268,production,true,0
crates/arcweft-desktop-native/src/text_input/macos_text_input.rs,arcweft-desktop-native,22032,656,591,production,true,0
crates/arcweft-desktop-native/src/text_input/windows_tsf/activation.rs,arcweft-desktop-native,3104,107,92,production,true,0
crates/arcweft-desktop-native/src/text_input/windows_tsf/bindings.rs,arcweft-desktop-native,948,24,17,production,true,0
crates/arcweft-desktop-native/src/text_input/windows_tsf/capabilities.rs,arcweft-desktop-native,10528,331,294,production,true,0
crates/arcweft-desktop-native/src/text_input/windows_tsf/display_attributes.rs,arcweft-desktop-native,2122,69,61,production,true,0
crates/arcweft-desktop-native/src/text_input/windows_tsf/edit_session.rs,arcweft-desktop-native,3500,139,120,production,true,0
crates/arcweft-desktop-native/src/text_input/windows_tsf/geometry.rs,arcweft-desktop-native,3781,137,121,production,true,0
crates/arcweft-desktop-native/src/text_input/windows_tsf/range.rs,arcweft-desktop-native,3446,131,114,production,true,0
crates/arcweft-desktop-native/src/text_input/windows_tsf/real_ime.rs,arcweft-desktop-native,6917,201,166,production,true,0
crates/arcweft-desktop-native/src/text_input/windows_tsf/unsafe_com.rs,arcweft-desktop-native,31175,965,850,production,true,0
crates/arcweft-desktop-native/src/text_input/windows_tsf.rs,arcweft-desktop-native,1262,32,25,production,true,0
crates/arcweft-desktop-native/src/text_input.rs,arcweft-desktop-native,461,13,5,production,true,0
crates/arcweft-desktop-native/tests/macos_text_input_compile.rs,arcweft-desktop-native,256,7,7,test,true,0
crates/arcweft-desktop-native/tests/windows_tsf_real_ime_lifecycle.rs,arcweft-desktop-native,2883,82,75,test,true,0
crates/arcweft-desktop-native/tests/windows_tsf_text_input.rs,arcweft-desktop-native,6956,196,179,test,true,0
crates/arcweft-dialogue/Cargo.toml,arcweft-dialogue,709,29,25,text,false,0
crates/arcweft-dialogue/src/character_dialogue/identity.rs,arcweft-dialogue,4882,165,138,production,true,0
crates/arcweft-dialogue/src/character_dialogue/limits.rs,arcweft-dialogue,2103,57,44,production,true,0
crates/arcweft-dialogue/src/character_dialogue/patch.rs,arcweft-dialogue,19098,571,521,production,true,0
crates/arcweft-dialogue/src/character_dialogue/runtime_type.rs,arcweft-dialogue,6017,184,151,production,true,50
crates/arcweft-dialogue/src/character_dialogue/schema.rs,arcweft-dialogue,37955,1086,1002,production,true,0
crates/arcweft-dialogue/src/character_dialogue/typed_value.rs,arcweft-dialogue,21749,623,588,production,true,0
crates/arcweft-dialogue/src/character_dialogue.rs,arcweft-dialogue,13475,390,321,production,true,0
crates/arcweft-dialogue/src/character_presentation.rs,arcweft-dialogue,7227,192,166,production,true,53
crates/arcweft-dialogue/src/inline_failure.rs,arcweft-dialogue,7937,261,227,production,true,39
crates/arcweft-dialogue/src/lib.rs,arcweft-dialogue,1347,29,27,facade,true,0
crates/arcweft-dialogue/src/presentation_profile.rs,arcweft-dialogue,2006,76,56,production,true,14
crates/arcweft-dialogue/src/presentation_revision.rs,arcweft-dialogue,9516,236,209,production,true,165
crates/arcweft-dialogue/src/rich_text/control.rs,arcweft-dialogue,7692,218,184,production,true,0
crates/arcweft-dialogue/src/rich_text/host.rs,arcweft-dialogue,14265,445,394,production,true,0
crates/arcweft-dialogue/src/rich_text.rs,arcweft-dialogue,214,7,4,production,true,0
crates/arcweft-dialogue/src/tests/character_dialogue.rs,arcweft-dialogue,33314,950,896,test,true,0
crates/arcweft-dialogue/src/tests/mod.rs,arcweft-dialogue,24,1,1,test,true,0
crates/arcweft-dialogue/tests/rich_text_schema.rs,arcweft-dialogue,5181,154,138,test,true,0
crates/arcweft-glyphon/Cargo.toml,arcweft-glyphon,484,21,18,text,false,0
crates/arcweft-glyphon/src/lib.rs,arcweft-glyphon,760,20,17,facade,true,0
crates/arcweft-glyphon/src/physical_bounds.rs,arcweft-glyphon,11591,357,314,production,true,144
crates/arcweft-glyphon/src/prepared_text.rs,arcweft-glyphon,27903,860,756,production,true,112
crates/arcweft-glyphon/src/text_engine.rs,arcweft-glyphon,41972,1178,1074,production,true,138
crates/arcweft-glyphon/tests/shared_text_layout.rs,arcweft-glyphon,9529,272,252,test,true,0
crates/arcweft-host-adapter/Cargo.toml,arcweft-host-adapter,318,15,13,text,false,0
crates/arcweft-host-adapter/src/lib.rs,arcweft-host-adapter,41630,1123,974,facade,true,292
crates/arcweft-http-codec/Cargo.toml,arcweft-http-codec,313,14,12,text,false,0
crates/arcweft-http-codec/src/lib.rs,arcweft-http-codec,9407,312,287,facade,true,0
crates/arcweft-http-codec/tests/negotiation.rs,arcweft-http-codec,5525,212,183,test,true,0
crates/arcweft-id/Cargo.toml,arcweft-id,402,22,18,text,false,0
crates/arcweft-id/src/canonical.rs,arcweft-id,2910,91,79,production,true,30
crates/arcweft-id/src/closed_enum.rs,arcweft-id,5778,198,179,production,true,27
crates/arcweft-id/src/dialogue.rs,arcweft-id,10492,347,277,production,true,93
crates/arcweft-id/src/effect.rs,arcweft-id,8706,266,224,production,true,54
crates/arcweft-id/src/lib.rs,arcweft-id,21264,682,577,facade,true,159
crates/arcweft-id/src/locale.rs,arcweft-id,9515,280,226,production,true,85
crates/arcweft-id/src/runtime_program.rs,arcweft-id,1946,64,44,production,true,0
crates/arcweft-id/src/semantic_type.rs,arcweft-id,923,30,18,production,true,0
crates/arcweft-id/src/unsafe_audit.rs,arcweft-id,3689,101,73,production,true,32
crates/arcweft-id/tests/public_api.rs,arcweft-id,313,7,7,test,true,0
crates/arcweft-id/tests/ui/dialogue_identity_not_serde.rs,arcweft-id,390,12,10,test,true,0
crates/arcweft-id/tests/ui/dialogue_identity_private.rs,arcweft-id,184,6,5,test,true,0
crates/arcweft-id/tests/ui/dialogue_text_key_private.rs,arcweft-id,191,6,5,test,true,0
crates/arcweft-image/Cargo.toml,arcweft-image,378,21,17,text,false,0
crates/arcweft-image/src/lib.rs,arcweft-image,15737,508,443,facade,true,109
crates/arcweft-interaction-model/Cargo.toml,arcweft-interaction-model,355,19,16,text,false,0
crates/arcweft-interaction-model/MIGRATION.md,arcweft-interaction-model,952,34,22,text,false,0
crates/arcweft-interaction-model/src/action.rs,arcweft-interaction-model,2272,98,80,production,true,0
crates/arcweft-interaction-model/src/audio.rs,arcweft-interaction-model,30136,972,864,production,true,32
crates/arcweft-interaction-model/src/dialogue.rs,arcweft-interaction-model,7044,208,173,production,true,73
crates/arcweft-interaction-model/src/id.rs,arcweft-interaction-model,2108,82,61,production,true,15
crates/arcweft-interaction-model/src/input.rs,arcweft-interaction-model,4152,174,139,production,true,0
crates/arcweft-interaction-model/src/lib.rs,arcweft-interaction-model,407,12,6,facade,true,0
crates/arcweft-interaction-model/src/payload.rs,arcweft-interaction-model,956,35,32,production,true,0
crates/arcweft-interaction-model/tests/model.rs,arcweft-interaction-model,1997,59,52,test,true,0
crates/arcweft-lang-hir/Cargo.toml,arcweft-lang-hir,516,26,22,text,false,0
crates/arcweft-lang-hir/src/arena/tests.rs,arcweft-lang-hir,33029,1036,959,test,true,0
crates/arcweft-lang-hir/src/arena.rs,arcweft-lang-hir,23193,719,627,production,true,0
crates/arcweft-lang-hir/src/body_edges.rs,arcweft-lang-hir,19773,565,463,production,true,0
crates/arcweft-lang-hir/src/database/tests.rs,arcweft-lang-hir,31622,863,805,test,true,0
crates/arcweft-lang-hir/src/database.rs,arcweft-lang-hir,28202,807,700,production,true,0
crates/arcweft-lang-hir/src/diagnostic.rs,arcweft-lang-hir,5228,162,124,production,true,0
crates/arcweft-lang-hir/src/dialogue_application/content.rs,arcweft-lang-hir,28109,861,720,production,true,17
crates/arcweft-lang-hir/src/dialogue_application/rich_text.rs,arcweft-lang-hir,4027,120,97,production,true,0
crates/arcweft-lang-hir/src/dialogue_application/tests.rs,arcweft-lang-hir,5295,148,136,test,true,0
crates/arcweft-lang-hir/src/dialogue_application.rs,arcweft-lang-hir,36816,1031,873,production,true,0
crates/arcweft-lang-hir/src/expr/basic.rs,arcweft-lang-hir,13830,553,446,production,true,0
crates/arcweft-lang-hir/src/expr/call.rs,arcweft-lang-hir,34881,1022,908,production,true,0
crates/arcweft-lang-hir/src/expr/child_edges.rs,arcweft-lang-hir,41291,1148,1072,production,true,16
crates/arcweft-lang-hir/src/expr/choice/tests.rs,arcweft-lang-hir,6786,208,193,test,true,0
crates/arcweft-lang-hir/src/expr/choice.rs,arcweft-lang-hir,31413,987,838,production,true,0
crates/arcweft-lang-hir/src/expr/control.rs,arcweft-lang-hir,13018,532,437,production,true,0
crates/arcweft-lang-hir/src/expr/for_synthetic.rs,arcweft-lang-hir,1395,41,26,production,true,0
crates/arcweft-lang-hir/src/expr/owned_body_edges/tests.rs,arcweft-lang-hir,15091,423,411,test,true,0
crates/arcweft-lang-hir/src/expr/owned_body_edges.rs,arcweft-lang-hir,28653,792,731,production,true,0
crates/arcweft-lang-hir/src/expr/tests.rs,arcweft-lang-hir,77114,2131,2049,test,true,0
crates/arcweft-lang-hir/src/expr/thread.rs,arcweft-lang-hir,6682,223,193,production,true,0
crates/arcweft-lang-hir/src/expr.rs,arcweft-lang-hir,28581,746,667,production,true,0
crates/arcweft-lang-hir/src/final_lowering/capture_lowering.rs,arcweft-lang-hir,9989,287,267,production,true,0
crates/arcweft-lang-hir/src/final_lowering/expression_lowering/choice/candidate.rs,arcweft-lang-hir,11396,283,268,production,true,0
crates/arcweft-lang-hir/src/final_lowering/expression_lowering/choice/plan.rs,arcweft-lang-hir,10192,249,236,production,true,0
crates/arcweft-lang-hir/src/final_lowering/expression_lowering/choice.rs,arcweft-lang-hir,29770,719,681,production,true,0
crates/arcweft-lang-hir/src/final_lowering/expression_lowering/dialogue/candidate/block/keyword.rs,arcweft-lang-hir,6871,169,163,production,true,0
crates/arcweft-lang-hir/src/final_lowering/expression_lowering/dialogue/candidate/block/required_operand.rs,arcweft-lang-hir,3179,83,75,production,true,0
crates/arcweft-lang-hir/src/final_lowering/expression_lowering/dialogue/candidate/block.rs,arcweft-lang-hir,46839,1097,1065,production,true,0
crates/arcweft-lang-hir/src/final_lowering/expression_lowering/dialogue/candidate/call.rs,arcweft-lang-hir,18899,463,440,production,true,0
crates/arcweft-lang-hir/src/final_lowering/expression_lowering/dialogue/candidate/control.rs,arcweft-lang-hir,17824,449,436,production,true,0
crates/arcweft-lang-hir/src/final_lowering/expression_lowering/dialogue/candidate/dialogue_application.rs,arcweft-lang-hir,12123,252,243,production,true,0
crates/arcweft-lang-hir/src/final_lowering/expression_lowering/dialogue/candidate/record.rs,arcweft-lang-hir,9016,202,192,production,true,0
crates/arcweft-lang-hir/src/final_lowering/expression_lowering/dialogue/candidate/type_ref.rs,arcweft-lang-hir,3173,77,64,production,true,0
crates/arcweft-lang-hir/src/final_lowering/expression_lowering/dialogue/candidate.rs,arcweft-lang-hir,49308,1144,1100,production,true,0
crates/arcweft-lang-hir/src/final_lowering/expression_lowering/dialogue/plan.rs,arcweft-lang-hir,1631,41,36,production,true,0
crates/arcweft-lang-hir/src/final_lowering/expression_lowering/dialogue.rs,arcweft-lang-hir,42926,998,961,production,true,0
crates/arcweft-lang-hir/src/final_lowering/expression_lowering/tests/call.rs,arcweft-lang-hir,35064,1048,995,test,true,0
crates/arcweft-lang-hir/src/final_lowering/expression_lowering/tests/choice.rs,arcweft-lang-hir,9291,246,230,test,true,0
crates/arcweft-lang-hir/src/final_lowering/expression_lowering/tests/control.rs,arcweft-lang-hir,105318,2826,2680,test,true,0
crates/arcweft-lang-hir/src/final_lowering/expression_lowering/tests/dialogue_candidate_block.rs,arcweft-lang-hir,30763,822,776,test,true,0
crates/arcweft-lang-hir/src/final_lowering/expression_lowering/tests/dialogue_candidate_control.rs,arcweft-lang-hir,19890,517,488,test,true,0
crates/arcweft-lang-hir/src/final_lowering/expression_lowering/tests/identity.rs,arcweft-lang-hir,12960,367,337,test,true,0
crates/arcweft-lang-hir/src/final_lowering/expression_lowering/tests/select.rs,arcweft-lang-hir,40948,1078,1020,test,true,0
crates/arcweft-lang-hir/src/final_lowering/expression_lowering/tests/select_limits.rs,arcweft-lang-hir,33899,874,808,test,true,0
crates/arcweft-lang-hir/src/final_lowering/expression_lowering/tests/statements.rs,arcweft-lang-hir,83868,2229,2129,test,true,0
crates/arcweft-lang-hir/src/final_lowering/expression_lowering/tests.rs,arcweft-lang-hir,112163,3141,3000,test,true,0
crates/arcweft-lang-hir/src/final_lowering/expression_lowering.rs,arcweft-lang-hir,103971,2403,2306,production,true,0
crates/arcweft-lang-hir/src/final_lowering/id_ref_projection.rs,arcweft-lang-hir,5355,129,114,production,true,0
crates/arcweft-lang-hir/src/final_lowering/item_lowering/callable.rs,arcweft-lang-hir,52897,1305,1245,production,true,0
crates/arcweft-lang-hir/src/final_lowering/item_lowering/entry.rs,arcweft-lang-hir,18543,454,430,production,true,0
crates/arcweft-lang-hir/src/final_lowering/item_lowering/extern_capability.rs,arcweft-lang-hir,9243,219,206,production,true,0
crates/arcweft-lang-hir/src/final_lowering/item_lowering/flow.rs,arcweft-lang-hir,39056,953,918,production,true,0
crates/arcweft-lang-hir/src/final_lowering/item_lowering/host.rs,arcweft-lang-hir,6385,170,156,production,true,0
crates/arcweft-lang-hir/src/final_lowering/item_lowering/nominal.rs,arcweft-lang-hir,12319,311,301,production,true,0
crates/arcweft-lang-hir/src/final_lowering/item_lowering/retained/activity.rs,arcweft-lang-hir,17869,436,417,production,true,0
crates/arcweft-lang-hir/src/final_lowering/item_lowering/retained/layer.rs,arcweft-lang-hir,16770,373,351,production,true,0
crates/arcweft-lang-hir/src/final_lowering/item_lowering/retained/metric.rs,arcweft-lang-hir,16349,371,353,production,true,0
crates/arcweft-lang-hir/src/final_lowering/item_lowering/retained/view.rs,arcweft-lang-hir,10174,240,225,production,true,0
