package,dependency,kind,manifest
arcweft-serde-bridge,serde_repr,normal,crates/arcweft-serde-bridge/Cargo.toml
arcweft-test,arcweft-agent-protocol,normal,crates/arcweft-test/Cargo.toml
arcweft-test,arcweft-agent-runner,normal,crates/arcweft-test/Cargo.toml
arcweft-test,arcweft-lang-hir,normal,crates/arcweft-test/Cargo.toml
arcweft-test,arcweft-lang-syntax,development,crates/arcweft-test/Cargo.toml
arcweft-test,serde,normal,crates/arcweft-test/Cargo.toml
arcweft-test,serde_json,normal,crates/arcweft-test/Cargo.toml
arcweft-test,thiserror,normal,crates/arcweft-test/Cargo.toml
arcweft-text-layout,arcweft-core,development,crates/arcweft-text-layout/Cargo.toml
arcweft-text-layout,arcweft-render-text,normal,crates/arcweft-text-layout/Cargo.toml
arcweft-text-layout,serde,normal,crates/arcweft-text-layout/Cargo.toml
arcweft-text-layout,thiserror,normal,crates/arcweft-text-layout/Cargo.toml
arcweft-text-layout,unicode-linebreak,normal,crates/arcweft-text-layout/Cargo.toml
arcweft-text-layout,unicode-segmentation,normal,crates/arcweft-text-layout/Cargo.toml
arcweft-text-layout-design,glyphon-layout-ext-api,normal,docs/implementation/vertical-longterm-design-20260612/crates/arcweft-text-layout-design/Cargo.toml
arcweft-tooling,arcweft-lang-hir,normal,crates/arcweft-tooling/Cargo.toml
arcweft-tooling,arcweft-lang-syntax,normal,crates/arcweft-tooling/Cargo.toml
arcweft-tooling,serde,normal,crates/arcweft-tooling/Cargo.toml
arcweft-tooling,thiserror,normal,crates/arcweft-tooling/Cargo.toml
arcweft-ui,arcweft-id,normal,crates/arcweft-ui/Cargo.toml
arcweft-ui,arcweft-image,normal,crates/arcweft-ui/Cargo.toml
arcweft-ui,arcweft-presentation,normal,crates/arcweft-ui/Cargo.toml
arcweft-ui,thiserror,normal,crates/arcweft-ui/Cargo.toml
arcweft-verify,arcweft-compiler,normal,crates/arcweft-verify/Cargo.toml
arcweft-verify,arcweft-core,normal,crates/arcweft-verify/Cargo.toml
arcweft-verify,arcweft-lang-hir,normal,crates/arcweft-verify/Cargo.toml
arcweft-verify,arcweft-lang-sema,normal,crates/arcweft-verify/Cargo.toml
arcweft-verify,arcweft-lang-syntax,development,crates/arcweft-verify/Cargo.toml
arcweft-verify,serde,normal,crates/arcweft-verify/Cargo.toml
arcweft-verify,thiserror,normal,crates/arcweft-verify/Cargo.toml
arcweft-verify-lsp,arcweft-adapter-context,normal,crates/arcweft-verify-lsp/Cargo.toml
arcweft-verify-lsp,arcweft-lang-sema,normal,crates/arcweft-verify-lsp/Cargo.toml
arcweft-verify-lsp,arcweft-runtime-host,normal,crates/arcweft-verify-lsp/Cargo.toml
arcweft-verify-lsp,arcweft-rust-abi,normal,crates/arcweft-verify-lsp/Cargo.toml
arcweft-verify-lsp,arcweft-tooling,normal,crates/arcweft-verify-lsp/Cargo.toml
arcweft-verify-lsp,arcweft-verify,normal,crates/arcweft-verify-lsp/Cargo.toml
arcweft-verify-lsp,lsp-types,normal,crates/arcweft-verify-lsp/Cargo.toml
arcweft-verify-lsp,serde_json,normal,crates/arcweft-verify-lsp/Cargo.toml
arcweft-verify-oxiz,arcweft-verify,normal,crates/arcweft-verify-oxiz/Cargo.toml
arcweft-verify-oxiz,oxiz-solver,normal,crates/arcweft-verify-oxiz/Cargo.toml
arcweft-verify-oxiz,thiserror,normal,crates/arcweft-verify-oxiz/Cargo.toml
arcweft-verify-z3,arcweft-verify,normal,crates/arcweft-verify-z3/Cargo.toml
arcweft-verify-z3,thiserror,normal,crates/arcweft-verify-z3/Cargo.toml
